sourceDOI,reusedDOI,type,comment,sourceReference,alternativeID,sourceReferenceDetail,contributor
"10.1145/3368089.3409680","","Methodology","","9","https://zenodo.org/record/4022892#.YNPfIGZKgxk","","afonsohfontes"
"10.1145/3368089.3409680","10.1016/C2015-0-00521-4","Methodology","","19","","","afonsohfontes"
"10.1145/3368089.3409680","10.1007/s10664-011-9161-0","Methodology","","13","","","afonsohfontes"
"10.1145/3368089.3409680","10.1145/2884781.2884833","Methodology","","25","","","afonsohfontes"
"10.1145/3368089.3409680","10.1023/A:1014866909191","Methodology","","5","","","afonsohfontes"
"10.1145/3368089.3409681","10.1109/ICSE.2017.24","Methodology","","26","","","afonsohfontes"
"10.1145/3368089.3409681","10.3758/s13428-014-0532-5","Dataset","","60","","","afonsohfontes"
"10.1145/3368089.3409681","10.1007/s11219-013-9196-0","Metric","","22","","","afonsohfontes"
"10.1145/3368089.3409684","10.1145/2601248.2601268","Methodology","","107","","","afonsohfontes"
"10.1145/3368089.3409684","10.1109/ICSE-SEIS.2019.17","Methodology","","27","","","afonsohfontes"
"10.1145/3368089.3409684","","Methodology","","26","https://resources.sei.cmu.edu/library/asset-view.cfm?assetid=513798","","afonsohfontes"
"10.1145/3368089.3409684","10.1016/B978-0-12-804206-9.00027-1","Methodology","","110","","","afonsohfontes"
"10.1145/3368089.3409701","","Methodology","","1","http://www.consortstatement.org/","","afonsohfontes"
"10.1145/3368089.3409701","10.4103/0974-1208.82352","Methodology","","26","","","afonsohfontes"
"10.1145/3368089.3409701","10.1136/bmj.c869","Methodology","","9","","","afonsohfontes"
"10.1145/3368089.3409701","10.4103/0974-1208.82352","Methodology","","26","","","afonsohfontes"
"10.1145/3368089.3409712","10.4103/0974-1208.82352","Methodology","","72","","","afonsohfontes"
"10.1145/3368089.3409712","10.1016/S0166-4115(08)62386-9","Methodology","","35","","","afonsohfontes"
"10.1145/3368089.3409712","10.1016/B978-0-12-387691-1.00002-8","Metric","","73","","","afonsohfontes"
"10.1145/3368089.3409724","10.7748/nr.13.4.84.s4","Methodology","","8","","","afonsohfontes"
"10.1145/3368089.3409724","","Methodology","","9","https://psycnet.apa.org/buy/1999-01567-001","","afonsohfontes"
"10.1145/3368089.3409724","10.2139/ssrn.443040","Metric","","20","","","afonsohfontes"
"10.1145/3368089.3409724","10.1002/0471264385.wei1210","Metric","","24","","","afonsohfontes"
"10.1145/3368089.3409724","10.1080/00220671.2016.1220359","Metric","","26","","","afonsohfontes"
"10.1145/3368089.3409724","10.1109/TSE.2018.2796554","Methodology","","33","","","afonsohfontes"
"10.1145/3368089.3409724","10.1016/j.jss.2019.110487","Stepping stone","","43","","","afonsohfontes"
"10.1145/3368089.3409724","","Methodology","","48","https://google.github.io/gsocguides/mentor/index","","afonsohfontes"
"10.1145/3368089.3409746","","Metric","","3","https://www.opalco.com/wp-content/uploads/2014/10/Reading-Sample-Size1.pdf","","afonsohfontes"
"10.1145/3368089.3409746","10.2307/1937887","Methodology","","7","","","afonsohfontes"
"10.1145/3368089.3409746","10.1109/ESEM.2011.36","Methodology","","6","","","afonsohfontes"
"10.1145/3368089.3409746","10.1109/MSR.2013.6624034","Dataset","","10","","","afonsohfontes"
"10.1145/3368089.3409746","10.1007/s10664-018-9636-3","Dataset","","12","","","afonsohfontes"
"10.1145/3368089.3409746","","Metric","","25","https://www.tqmp.org/RegularArticles/vol04-1/p013/p013.pdf","","afonsohfontes"
"10.1145/3368089.3409746","10.1145/2597073.2597074","Methodology","","15","","","afonsohfontes"
"10.1145/3368089.3409746","","Tool","","20","arxiv:cs/0205028","","afonsohfontes"
"10.1145/3368089.3409746","10.1147/sj.153.0225","Methodology","","24","","","afonsohfontes"
"10.1145/3368089.3409746","10.1145/800174.809754","Metric","","21","","","afonsohfontes"
"10.1145/3368089.3409746","","Tool","","28","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.121.1424&rep=rep1&type=pdf","","afonsohfontes"
"10.1145/3368089.3409746","10.1145/2393596.2393670","Metric","","31","","","afonsohfontes"
"10.1145/3368089.3409746","10.1145/2568225.2568315","Metric","","36","","","afonsohfontes"
"10.1145/3368089.3409766","10.1207/s15327809jls0401_2","Methodology","","15","","","afonsohfontes"
"10.1145/3368089.3409766","10.1109/TSE.2016.2519887","Methodology","","30","","","afonsohfontes"
"10.1145/3368089.3409767","","Methodology","","14","https://www.interaction-design.org/literature/book/the-encyclopedia-of-human-computer-interaction-2nd-ed","","afonsohfontes"
"10.1145/3368089.3409751","","Tool","","25","https://pragprog.com/titles/tpantlr2/the-definitive-antlr-4-reference/","","afonsohfontes"
"10.1145/3368089.3409751","10.1109/VLHCC.2019.8818816","Methodology","","23","","","afonsohfontes"
"10.1145/3368089.3409760","","Dataset","uses Stack Overflow data dump Dec 2019","2","https://archive.org/details/stackexchange","p619","johannesduesing"
"10.1145/3368089.3409760","10.1145/3338906.3338939","Methodology","construction of set of relevant tag as in 8","8","","p619","johannesduesing"
"10.1145/3368089.3409760","10.1145/3338906.3338939","Metric","metric for evaluating tags from 8","8","","p620","johannesduesing"
"10.1145/3368089.3409760","10.1007/s11390-016-1672-0","Metric","metric for evaluating tags from 30","30","","p620","johannesduesing"
"10.1145/3368089.3409760","10.1109/32.799955","Methodology","open coding method from 24","24","","p620","johannesduesing"
"10.1145/3368089.3409760","10.1109/ESEM.2017.11","Sanity check","evaluate resulting taxonomy compared to 13","13","","p623","johannesduesing"
"10.1145/3368089.3409760","10.1109/TSE.2018.2796554","Methodology","method for comparing taxonomies based on 21","21","","p623","johannesduesing"
"10.1145/3368089.3409725","10.1145/3133909","Dataset","uses evaluation corpus from 55","55","","p630","johannesduesing"
"10.1145/3368089.3409725","10.1145/2950290.2950305","Methodology","method of excluding merge commits from 78","78","","p630","johannesduesing"
"10.1145/3368089.3409725","10.1145/3180155.3180206","Stepping stone","tooling builds upon RefactoringMiner from 84","84","","p630","johannesduesing"
"10.1145/3368089.3409725","10.1109/TSE.2020.3007722","Stepping stone","tooling builds upon RefactoringMiner 2.0 from 83","83","","p630","johannesduesing"
"10.1145/3368089.3409725","10.1109/TSE.2020.3007722","Methodology","method for evaluating tooling from 83","83","","p631","johannesduesing"
"10.1145/3368089.3409725","10.1145/2642937.2642982","Tool","using tool GumTree for evaluation","36","","p631","johannesduesing"
"10.1145/3368089.3409725","10.1109/ICSE.2019.00117","Methodology","using type fact graphs from 49","49","","p631","johannesduesing"
"10.1145/3368089.3409725","10.1109/TSE.2014.2312942","Methodology","comparison with identifier renaming from 7","7","","p632","johannesduesing"
"10.1145/3368089.3409693","","Methodology","using Weisfeiler-Lehman graph kernel from 25","25","https://dl.acm.org/doi/abs/10.5555/1953048.2078187 ","p64","johannesduesing"
"10.1145/3368089.3409693","10.1145/3236024.3236042","Methodology","Incorporate Name Flow Graphs from 3","3","","p65","johannesduesing"
"10.1145/3368089.3409693","10.1006/jagm.2002.1219","Methodology","Stable roommates problem algorithm from 9","9","","p66","johannesduesing"
"10.1145/3368089.3409693","","Tool","Using GraKel for Weisfeiler-Lehman Graph Kernels from 26","26","arxiv:1806.02193","p67","johannesduesing"
"10.1145/3368089.3409693","10.1109/MSR.2013.6624018","Methodology","Mimic clustering behavior from 7","7","","p67","johannesduesing"
"10.1145/3368089.3409693","10.1007/s10664-015-9376-6","Methodology","Use method from 6 as baseline comparison","6","","p68","johannesduesing"
"10.1145/3368089.3409693","10.1109/ICSE.2015.35","Methodology","Use method from 2 as baseline comparison","2","","p68","johannesduesing"
"10.1145/3368089.3409693","10.1002/nav.3800020109","Methodology","Using Hungarian Algorithm for permutations from 15","15","","p69","johannesduesing"
"10.1145/3368089.3409704","10.1145/3287560.3287589","Statistics","Using 10 time mean for fairness as suggested in 16","16","","p644","johannesduesing"
"10.1145/3368089.3409704","","Tool","Using Python library AIF360 for fairness metrics","4","arxiv:1810.01943","p644","johannesduesing"
"10.1145/3368089.3409704","","Stepping stone","Extend list of metrics from 16","16","10.1145/3287560.3287589","p645","johannesduesing"
"10.1145/3368089.3409704","10.1007/s10115-011-0463-8","Methodology","Reweighting algorithm for biased datasets from 34","34","","p645","johannesduesing"
"10.1145/3368089.3409704","10.1145/2783258.2783311","Methodology","Disparate Impact Remover algorithm for biased datasets from 15","15","","p645","johannesduesing"
"10.1145/3368089.3409704","10.1145/3278721.3278779","Methodology","Adversarial Debiasing algorithm from 52","52","","p645","johannesduesing"
"10.1145/3368089.3409704","10.1007/978-3-642-33486-3_3","Methodology","Prejudice Remover Regularizer algorithm from 36","36","","p645","johannesduesing"
"10.1145/3368089.3409704","","Methodology","Equalized odds approach to post-processing from 20","20","arxiv:1610.02413v1","p645","johannesduesing"
"10.1145/3368089.3409704","","Methodology","Calibrated equalized odds approach to post-processing from 41","41","https://dl.acm.org/doi/10.5555/3295222.3295319","p645","johannesduesing"
"10.1145/3368089.3409704","10.1109/ICDM.2012.45","Methodology","Reject Option Classification from 35","35","","p645","johannesduesing"
"10.1145/3368089.3409697","","Metric","Equal Opportunity Difference for measuring fairness from 42","42","arxiv:1810.01943","p656","johannesduesing"
"10.1145/3368089.3409697","","Metric","Average Odds Difference for measuring fairness from 42","42","arxiv:1810.01943","p657","johannesduesing"
"10.1145/3368089.3409697","10.1145/3106237.3106277","Methodology","Situation Testing method from 31","31","","p656","johannesduesing"
"10.1145/3368089.3409697","","Dataset","Adult Census Income dataset from 49","49","http://mlr.cs.umass.edu/ml/datasets/Adult","p657","johannesduesing"
"10.1145/3368089.3409697","","Dataset","Compas criminal history dataset from 50","50","https://github.com/propublica/compas-analysis","p657","johannesduesing"
"10.1145/3368089.3409697","","Dataset","German Credit dataset from 51","51","https://archive.ics.uci.edu/ml/datasets/Statlog+(German+Credit%20+Data)","p657","johannesduesing"
"10.1145/3368089.3409697","","Dataset","Default Credit dataset from 52","52","https://archive.ics.uci.edu/ml/datasets/default+of+credit+card+clients","p657","johannesduesing"
"10.1145/3368089.3409697","","Dataset","Heart Health dataset from 53","53","https://archive.ics.uci.edu/ml/datasets/Heart+Disease","p657","johannesduesing"
"10.1145/3368089.3409697","10.1109/TSE.2018.2870895","Stepping stone","Improve on FLASH algorithm from 57","57","","p660","johannesduesing"
"10.1145/3368089.3409740","10.1145/360248.360252","Methodology","Symbolic Execution from 35","35","","p667","johannesduesing"
"10.1145/3368089.3409740","10.1007/978-1-4612-3228-5","Methodology","Strongest Postcondition operator from 20","20","","p672","johannesduesing"
"10.1145/3368089.3409740","10.1007/978-3-642-17511-4_20","Tool","Dafny tool for program verification from 38","38","","p672","johannesduesing"
"10.1145/3368089.3409740","10.1007/978-3-540-78800-3_24","Tool","Z3 SMT solver","","","p672","johannesduesing"
"10.1145/3368089.3409748","10.1145/584091.584093","Metric","Shannon entropy for measuring information from 39","39","","p678","johannesduesing"
"10.1145/3368089.3409748","","Tool","Integrate approach into LibFuzzer from 27","27","https://www.llvm.org/docs/LibFuzzer.html","p678","johannesduesing"
"10.1145/3368089.3409748","10.1145/3210309","Statistics","STADS probabilistic model for blackbox fuzzing from 6","6","","p679","johannesduesing"
"10.1145/3368089.3409748","","Dataset","FTS benchmark for evaluating fuzzer performance from 37","37","https://github.com/google/fuzzer-test-suite/blob/master/engine-comparison/tutorial/abTestingTutorial.md","p684","johannesduesing"
"10.1145/3368089.3409748","","Dataset","OSS-Fuzz fuzzing platform from 31 used for evaluation","31","https://github.com/google/oss-fuzz/tree/master/infra","p684","johannesduesing"
"10.1145/3368089.3409748","10.1145/1985793.1985795","Metric","Vargha-Delaney effect size metric from 4","4","","p685","johannesduesing"
"10.1145/3368089.3409769","","Tool","Approach is implemented into AFL fuzzer","","https://github.com/google/AFL","p695","johannesduesing"
"10.1145/3368089.3409769","","Tool","Approach is implemented into QSYM fuzzer","","https://www.usenix.org/conference/usenixsecurity18/presentation/yun ","p695","johannesduesing"
"10.1145/3368089.3409769","","Tool","Approach is implemented into MOpt fuzzer","","https://www.usenix.org/system/files/sec19-lyu.pdf","p695","johannesduesing"
"10.1145/3368089.3409763","10.1007/978-3-540-78800-3_24","Tool","Using Z3 from 24 to implement new approach","24","","p705","johannesduesing"
"10.1145/3368089.3409763","","Dataset","Using seed instances from SMT-COMP 2019 (3)","3","https://smt-comp.github.io/","p706","johannesduesing"
"10.1145/3368089.3409729","","Tool","Using LibFuzz graybox fuzzer from 12 for experiments","12","https://www.llvm.org/docs/LibFuzzer.html","p714","johannesduesing"
"10.1145/3368089.3409729","","Tool","Using AFL graybox fuzzer from 26 for experiments","26","https://github.com/google/AFL","p714","johannesduesing"
"10.1145/3368089.3409729","","Dataset","OSS-Fuzz fuzzing platform from 15 used as benchmark","15","https://github.com/google/oss-fuzz/tree/master/infra","p714","johannesduesing"
"10.1145/3368089.3409729","","Dataset","FTS benchmark for evaluating fuzzer performance from 20","20","https://github.com/google/fuzzer-test-suite/blob/master/engine-comparison/tutorial/abTestingTutorial.md","p714","johannesduesing"
"10.1145/3368089.3409729","10.1145/2976749.2978428","Metric","Measure of fuzzer effectiveness from 5","5","","p715","johannesduesing"
"10.1145/3368089.3409729","10.1145/3210309","Statistics","STADS probabilistic model for blackbox fuzzing from 2","2","","p718","johannesduesing"
"10.1145/3368089.3409719","10.1109/ICSE.2019.00083","Tool","reproduce RESTler","[15]","","726","XiaoLing941212"
"10.1145/3368089.3409723","10.1023/A:1007379606734","Tool","reuse of MTNN architecture - hard parameter sharing","[18]","","738","XiaoLing941212"
"10.1145/3368089.3409723","10.1109/SP.2019.00052","Stepping stone","comparison of SOTA - Neuzz","[65]","","747","XiaoLing941212"
"10.1145/3368089.3409673","10.1145/2884781.2884786","Dataset","reuse DSL data sets","[8]","","82","XiaoLing941212"
"10.1145/3368089.3409673","10.1145/2462456.2464443","Tool","replicated rule-based synthesizer","[25]","","83","XiaoLing941212"
"10.1145/3368089.3409673","","Tool","synonym list","[34]","https://books.google.com/books?hl=en&lr=&id=Rehu8OOzMIMC&oi=fnd&pg=PR11&dq=WordNet:+An+electronic+lexical+database&ots=IsiaJfRSda&sig=hizysrTqMm0d1dIms2EDW4VkOHg#v=onepage&q=WordNet%3A%20An%20electronic%20lexical%20database&f=false","77","XiaoLing941212"
"10.1145/3368089.3409759","10.1145/3377811.3380395","Other","extract questions tagged with top 5 DL framework","[84]","","752","XiaoLing941212"
"10.1145/3368089.3409759","10.1145/3338906.3338955","Other","extract questions tagged with top 5 DL framework","[85]","","752","XiaoLing941212"
"10.1145/3368089.3409759","10.1109/ASE.2019.00080","Tool","DL framework","[83]","","752","XiaoLing941212"
"10.1145/3368089.3409759","10.1109/ESEM.2019.8870187","Replication","popularity trend of DL software deployment","[74]","","752","XiaoLing941212"
"10.1145/3368089.3409700","","Dataset","PMLB","[38]","https://biodatamining.biomedcentral.com/track/pdf/10.1186/s13040-017-0154-4.pdf","764","XiaoLing941212"
"10.1145/3368089.3409700","10.1145/2908812.2908918","Tool","TPOT","[37]","","768","XiaoLing941212"
"10.1145/3368089.3409700","","Dataset","code corpus","[28]","https://www.kaggle.com/kaggle/meta-kaggle/data","768","XiaoLing941212"
"10.1145/3368089.3409700","","Tool","BERT embeddings","[3]","arxiv:1903.10676","769","XiaoLing941212"
"10.1145/3368089.3409671","10.1109/SP.2019.00023","Methodology","DEEPSEC","[37]","","779","XiaoLing941212"
"10.1145/3368089.3409671","10.1145/3293882.3330579","Methodology","test generation technique - coverage criteria based","[71]","","780","XiaoLing941212"
"10.1145/3368089.3409671","","Methodology","test generation technique - gradient based","[41]","arxiv:1706.06083","780","XiaoLing941212"
"10.1145/3368089.3409671","10.1109/ICSE.2019.00108","Dataset","MNIST","[32]","","782","XiaoLing941212"
"10.1145/3368089.3409671","","Dataset","CIFAR-10","[48]","arxiv:1712.01785","782","XiaoLing941212"
"10.1145/3368089.3409671","","Dataset","SVHN","[1]","https://github.com/RU-System-Software-and-Security/CovTesting","782","XiaoLing941212"
"10.1145/3368089.3409761","10.1109/ISSRE.2018.00021","Methodology","intact-layer/inner-layer mutation rules","[46]","","790","XiaoLing941212"
"10.1145/3368089.3409761","","Methodology","Metropolis-Hastings algorithm","[38]","https://www.tandfonline.com/doi/pdf/10.1080/00031305.1998.10480547","792","XiaoLing941212"
"10.1145/3368089.3409761","10.1109/ICSE.2019.00107","Methodology","differential testing","[56]","","792","XiaoLing941212"
"10.1145/3368089.3409761","10.1145/3338906.3338930","Tool","to test DL libraries","[43]","","793","XiaoLing941212"
"10.1145/3368089.3409761","10.1109/ICSE.2019.00107","Tool","to test DL libraries","[56]","","793","XiaoLing941212"
"10.1145/3368089.3409750","","Methodology","hierarchical grouping","[50]","http://proceedings.mlr.press/v97/moon19a/moon19a.pdf","800","XiaoLing941212"
"10.1145/3368089.3409750","","Dataset","SVHN","[53]","https://storage.googleapis.com/pub-tools-public-publication-data/pdf/37648.pdf","801","XiaoLing941212"
"10.1145/3368089.3409750","","Dataset","CIFAR-10","[38]","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.222.9220&rep=rep1&type=pdf","801","XiaoLing941212"
"10.1145/3368089.3409750","10.1007/s11263-015-0816-y","Dataset","ImageNet","[61]","801","","XiaoLing941212"
"10.1145/3368089.3409750","","Tool","PGD attack","[49]","arxiv:1706.06083","807","XiaoLing941212"
"10.1145/3368089.3409733","","Dataset","ByteWeight","[6]","https://www.usenix.org/system/files/conference/usenixsecurity14/sec14-paper-bao.pdf","818","XiaoLing941212"
"10.1145/3368089.3409733","","Tool","bidirectional RNN model","[57]","https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-shin.pdf","818","XiaoLing941212"
"10.1145/3368089.3409733","10.1145/2420950.2420987","Dataset","Mimicus","[61]","","818","XiaoLing941212"
"10.1145/3368089.3409733","10.1145/2420950.2420987","Tool","MLP based malware classifier","[55]","","818","XiaoLing941212"
"10.1145/3368089.3409733","10.1145/2420950.2420987","Tool","MLP based malware classifier","[61]","","818","XiaoLing941212"
"10.1145/3368089.3409733","10.1145/2901739.2903508","Dataset","AndroZoo","[3]","","818","XiaoLing941212"
"10.1145/3368089.3409733","10.1145/2480362.2480701","Tool","Drebin","[62]","https://www.researchgate.net/profile/Hugo-Gascon/publication/264785935_DREBIN_Effective_and_Explainable_Detection_of_Android_Malware_in_Your_Pocket/links/53efd0020cf26b9b7dcdf395/DREBIN-Effective-and-Explainable-Detection-of-Android-Malware-in-Your-Pocket.pdf ","818","XiaoLing941212"
"10.1145/3368089.3409733","10.1145/3243734.3243792","Methodology","LEMNA (baseline)","[26]","","818","XiaoLing941212"
"10.1145/3368089.3409733","10.1109/5.726791","Methodology","Gradient (baseline)","[36]","","818","XiaoLing941212"
"10.1145/3368089.3409733","","Methodology","IG (baseline)","[66]","http://proceedings.mlr.press/v70/sundararajan17a/sundararajan17a.pdf","818","XiaoLing941212"
"10.1145/3368089.3409733","","Methodology","DeepTaylor (baseline)","[45]","https://reader.elsevier.com/reader/sd/pii/S0031320316303582","818","XiaoLing941212"
"10.1145/3368089.3409733","","Methodology","DTExtract (baseline)","[7]","arxiv:1705.08504","819","XiaoLing941212"
"10.1145/3368089.3409720","10.1145/3213846.3213866","Dataset","8 architectures on TensorFlow bugs","[34]","","833","XiaoLing941212"
"10.1145/3368089.3409720","","Dataset","1 architecture from the study to evaluate TensorFuzz","[24]","http://proceedings.mlr.press/v97/odena19a/odena19a.pdf","833","XiaoLing941212"
"10.1145/3368089.3409676","10.1109/cvpr.2019.00491","Methodology","replication of prior work","57","","841","kpeng2019"
"10.1145/3368089.3409676","","Dataset","dataset used in experiment","2","arxiv:1804.07729","845","kpeng2019"
"10.1145/3368089.3409676","","Dataset","dataset used in experiment","8","arxiv:1712.04248","845","kpeng2019"
"10.1145/3368089.3409676","10.1109/sp.2017.49","Dataset","dataset used in experiment","11","","845","kpeng2019"
"10.1145/3368089.3409676","","Dataset","dataset used in experiment","21","arxiv:1712.02779","845","kpeng2019"
"10.1145/3368089.3409676","","Dataset","dataset used in experiment","27","arxiv:1412.6572","845","kpeng2019"
"10.1145/3368089.3409676","","Dataset","dataset used in experiment","49","arxiv:1706.06083","845","kpeng2019"
"10.1145/3368089.3409676","10.1109/cvpr.2016.282","Dataset","dataset used in experiment","50","","845","kpeng2019"
"10.1145/3368089.3409676","10.1109/cvprw.2017.172","Dataset","dataset used in experiment","52","","945","kpeng2019"
"10.1145/3368089.3409676","10.1109/eurosp.2016.36","Dataset","dataset used in experiment","55","","845","kpeng2019"
"10.1145/3368089.3409674","10.1145/3132747.3132785","Other","metric to criticize, and replication of method","47","","973","kpeng2019"
"10.1145/3368089.3409754","","Metric","eval metric","51","arxiv:1606.03498","973","kpeng2019"
"10.1145/3368089.3409754","","Metric","eval metric","17","https://dl.acm.org/doi/10.5555/3295222.3295408","965","kpeng2019"
"10.1145/3368089.3409754","","Methodology","replication of prior work","5","arxiv:1604.07316","965","kpeng2019"
"10.1145/3368089.3409754","10.1109/cvpr.2016.90","Methodology","replication of prior work","16","","965","kpeng2019"
"10.1145/3368089.3409754","10.17504/protocols.io.8j6hure","Methodology","replication of prior work","19","","965","kpeng2019"
"10.1145/3368089.3409754","10.1145/3180155.3180220","Methodology","prior work evaluated in discussion section","58","","973","kpeng2019"
"10.1145/3368089.3409756","10.1145/3377811.3380339","Dataset","dataset used in experiment","30","","864","kpeng2019"
"10.1145/3368089.3409756","10.1145/3377811.3380339","Methodology","replication of prior work","30","","864","kpeng2019"
"10.1145/3368089.3409756","10.1145/3377811.3380420","Methodology","replication of prior work","69","","868","kpeng2019"
"10.1145/3368089.3409756","10.18653/v1/N19-1423","Methodology","theory reuse","20","","864","kpeng2019"
"10.1145/3368089.3409756","","Tool","core component","51","arxiv:1301.3781","865","kpeng2019"
"10.1145/3368089.3409732","10.1109/FMCAD.2013.6679385","Dataset","benchmark problems","2","","93","kpeng2019"
"10.1145/3368089.3409732","10.1145/3133886","Methodology","replication of prior work","20","","95","kpeng2019"
"10.1145/3368089.3409732","","Other","repo of benchmark suite","1","https://github.com/SyGuS-Org/benchmarks/tree/master/comp/2019/PBE_SLIA_Track/from_2018","88","kpeng2019"
"10.1145/3368089.3409730","10.1109/5.726791","Dataset","dataset used in experiment","28","","878","kpeng2019"
"10.1145/3368089.3409730","","Tool","tool to transform data format","45","http://potrace.sourceforge.net/potrace.pdf","878","kpeng2019"
"10.1145/3368089.3409730","10.1109/4235.996017","Other","based on previous work","12","","879","kpeng2019"
"10.1145/3368089.3409730","10.1007/978-3-642-18272-3_10","Other","based on previous work","36","","879","kpeng2019"
"10.1145/3368089.3409730","","Dataset","dataset used in experiment","5","https://www.beamng.gmbh/research","878","kpeng2019"
"10.1145/3368089.3409730","10.1145/3236024.3264835","Methodology","benchmark method","18","","877","kpeng2019"
"10.1145/3368089.3409668","10.1145/302405.302457","Methodology","theory as a core component","23","","891","kpeng2019"
"10.1145/3368089.3409668","","Dataset","dataset used in experiment","2","arxiv:1812.01718","895","kpeng2019"
"10.1145/3368089.3409668","10.1109/ijcnn.2017.7966217","Dataset","dataset used in experiment","3","","894","kpeng2019"
"10.1145/3368089.3409668","10.1109/9780470544976.ch9","Dataset","dataset used in experiment","8","","890","kpeng2019"
"10.1145/3368089.3409668","","Dataset","dataset used in experiment","26","arxiv:1708.07747","895","kpeng2019"
"10.1145/3368089.3409696","10.1109/5.726791","Dataset","dataset used in experiment","24","","907","kpeng2019"
"10.1145/3368089.3409696","10.3115/1118693.1118704","Dataset","dataset used in experiment","39","","907","kpeng2019"
"10.1145/3368089.3409696","","Dataset","dataset used in experiment","21","http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.222.9220","907","kpeng2019"
"10.1145/3368089.3409696","","Dataset","dataset used in experiment","7","http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.222.2063","907","kpeng2019"
"10.1145/3368089.3409696","10.1007/978-3-642-15181-1","Dataset","dataset used in experiment","30","","907","kpeng2019"
"10.1145/3368089.3409696","10.1109/CVPR.2009.5206848","Dataset","dataset used in experiment","9","","907","kpeng2019"
"10.1145/3368089.3409696","","Methodology","benchmark method","16","arxiv:1503.02531","908","kpeng2019"
"10.1145/3368089.3409696","","Methodology","benchmark method","45","http://citeseer.ist.psu.edu/viewdoc/summary?doi=10.1.1.41.1639","908","kpeng2019"
"10.1145/3368089.3409696","10.1145/775047.775151","Methodology","benchmark method","65","","904","kpeng2019"
"10.1145/3368089.3409702","10.1145/24039.24041","Methodology","method reuse","14","","920","kpeng2019"
"10.1145/3368089.3409702","10.14722/ndss.2015.23140","Tool","reuse of EdgeMiner","8","","920","kpeng2019"
"10.1145/3368089.3409702","","Tool","reuse of TIRO","42","https://dl.acm.org/doi/10.5555/3277203.3277297","920","kpeng2019"
"10.1145/3368089.3409702","10.1109/TSE.2020.2996433","Tool","reuse of PackerGrind","44","","920","kpeng2019"
"10.1145/3368089.3409702","10.1145/2666356.2594299","Tool","reuse of FlowDroid","3","","920","kpeng2019"
"10.1145/3368089.3409702","10.1109/ICSE.2015.30","Tool","reuse of IC3","34","","920","kpeng2019"
"10.1145/3368089.3409702","10.1145/2976749.2978313","Tool","reuse of OpenWPM to extract domain","13","","921","kpeng2019"
"10.1145/3368089.3409677","10.1162/neco.1997.9.8.1735","Methodology","reuse of LSTM","26","","931","kpeng2019"
"10.1145/3368089.3409677","10.1145/3106237.3106244","Tool","reuse of uDroid","29","","931","kpeng2019"
"10.1145/3368089.3409677","10.1109/TSE.2017.2689012","Methodology","reuse of attention mechanism","8","","931","kpeng2019"
"10.1145/3368089.3409745","10.1145/2666356.2594299","Tool","FlowDroid to extract cal graph","28","","943","kpeng2019"
"10.1145/3368089.3409745","","Tool","Soot framework to extract cal graph","33","https://citeseer.ist.psu.edu/viewdoc/summary?doi=10.1.1.221.5311","943","kpeng2019"
"10.1145/3368089.3409745","10.1145/2901739.2903508","Dataset","AndroZoo dataset","20","","945","kpeng2019"
"10.1145/3368089.3409745","","Dataset","dataset reuse","34","arxiv:1709.05281","945","kpeng2019"
"10.1145/3368089.3409676","10.1109/cvpr.2019.00491","Stepping stone","compare to prior SOTA","[57]","","844","XiaoLing941212"
"10.1145/3368089.3409676","10.1109/cvpr.2019.00491","Methodology","compare to baseline","[57]","","844","XiaoLing941212"
"10.1145/3368089.3409676","","Dataset","FGSM","[27]","arxiv:1412.6572","845","XiaoLing941212"
"10.1145/3368089.3409676","10.1109/cvpr.2016.282","Dataset","Deepfool","[50]","","845","XiaoLing941212"
"10.1145/3368089.3409676","10.1109/EuroSP.2016.36","Dataset","JSMA","[55]","","845","XiaoLing941212"
"10.1145/3368089.3409676","","Dataset","PGD","[49]","arxiv:1706.06083","845","XiaoLing941212"
"10.1145/3368089.3409676","","Dataset","Adef","[2]","arxiv:1804.07729","845","XiaoLing941212"
"10.1145/3368089.3409676","","Dataset","LocalSearch","[52]","arxiv:1612.06299","845","XiaoLing941212"
"10.1145/3368089.3409676","","Dataset","Boundary","[8]","arxiv:1712.04248","845","XiaoLing941212"
"10.1145/3368089.3409676","","Dataset","Spatial","[21]","https://openreview.net/pdf?id=BJfvknCqFQ","845","XiaoLing941212"
"10.1145/3368089.3409676","10.1109/SP.2017.49","Dataset","CWL2","[11]","","845","XiaoLing941212"
"10.1145/3368089.3409754","","Metric","Inception Score","[51]","arxiv:1606.03498","852","XiaoLing941212"
"10.1145/3368089.3409754","","Metric","Frechet Inception Distance","[17]","arxiv:1706.08500","852","XiaoLing941212"
"10.1145/3368089.3409754","","Methodology","Pielou's evenness score","[49]","https://www.sciencedirect.com/science/article/abs/pii/0022519366900130","852","XiaoLing941212"
"10.1145/3368089.3409754","","Dataset","CIFAR10","[27]","http://www.cs.toronto.edu/~kriz/cifar.html","853","XiaoLing941212"
